---------------------------...
DATE: 2015-04-13
L_MIN: 30
L_MAX: 2508
FILENAME: COM_PowerSpect_CMB_R2.01.fits
PROCVER: DX11d
+-------+------------+-----------+
| ELL   | D_ELL      | ERR       |
| 1463  | 747.503    | 37.975    |
| 1464  | 722.17     | 37.904    |
| 1465  | 748.494    | 37.831    |
| 1466  | 765.927    | 37.757    |
| 1467  | 749.025    | 37.681    |
| 1468  | 728.256    | 37.604    |
| 1469  | 775.899    | 37.525    |
| 1470  | 745.894    | 37.445    |
| 1471  | 816.861    | 37.364    |
| 1472  | 751.566    | 37.282    |
| 1473  | 760.794    | 37.198    |
| 1474  | 701.633    | 37.112    |
| 1475  | 739.998    | 37.026    |
| 1476  | 733.133    | 36.938    |
| 1477  | 754.354    | 36.849    |
| 1478  | 737.282    | 36.759    |
| 1479  | 686.525    | 36.668    |
| 1480  | 693.349    | 36.576    |
| 1481  | 756.707    | 36.482    |
| 1482  | 778.694    | 36.387    |
| 1483  | 718.266    | 36.292    |
| 1484  | 743.357    | 36.195    |
| 1485  | 760.334    | 36.097    |
| 1486  | 748.306    | 35.999    |
| 1487  | 702.86     | 35.899    |
| 1488  | 793.548    | 35.798    |
| 1489  | 769.752    | 35.697    |
| 1490  | 744.948    | 35.595    |
| 1491  | 657.123    | 35.491    |
| 1492  | 743.273    | 35.387    |
| 1493  | 683.065    | 35.283    |
| 1494  | 684.996    | 35.177    |
| 1495  | 738.432    | 35.071    |
| 1496  | 653.803    | 34.964    |
| 1497  | 691.283    | 34.856    |
| 1498  | 673.984    | 34.748    |
| 1499  | 650.209    | 34.639    |
| 1500  | 738.897    | 34.53     |
| 1501  | 721.297    | 34.42     |
| 1502  | 725.039    | 34.309    |
| 1503  | 725.514    | 34.198    |
| 1504  | 659.023    | 34.087    |
| 1505  | 686.05     | 33.975    |
| 1506  | 696.376    | 33.863    |
| 1507  | 679.286    | 33.751    |
| 1508  | 674.846    | 33.638    |
| 1509  | 721.544    | 33.525    |
| 1510  | 622.937    | 33.412    |
| 1511  | 596.424    | 33.298    |
| 1512  | 698.789    | 33.185    |
| 1513  | 681.145    | 33.071    |
| 1514  | 665.491    | 32.957    |
| 1515  | 610.238    | 32.843    |
| 1516  | 624.297    | 32.729    |
| 1517  | 596.095    | 32.614    |
| 1518  | 643.422    | 32.5      |
| 1519  | 658.366    | 32.386    |
| 1520  | 603.955    | 32.272    |
| 1521  | 619.824    | 32.157    |
| 1522  | 592.599    | 32.043    |
| 1523  | 560.201    | 31.929    |
| 1524  | 569.404    | 31.816    |
| 1525  | 594.115    | 31.702    |
| 1526  | 621.008    | 31.588    |
| 1527  | 563.312    | 31.475    |
| 1528  | 635.259    | 31.362    |
| 1529  | 617.92     | 31.25     |
| 1530  | 565.439    | 31.137    |
| 1531  | 559.41     | 31.025    |
| 1532  | 634.61     | 30.914    |
| 1533  | 588.333    | 30.802    |
| 1534  | 549.547    | 30.691    |
| 1535  | 590.691    | 30.581    |
| 1536  | 544.43     | 30.471    |
| 1537  | 552.576    | 30.362    |
| 1538  | 558.684    | 30.253    |
| 1539  | 588.076    | 30.144    |
| 1540  | 582.844    | 30.037    |
| 1541  | 518.354    | 29.93     |
| 1542  | 609.466    | 29.823    |
| 1543  | 581.766    | 29.717    |
| 1544  | 565.5      | 29.612    |
| 1545  | 547.06     | 29.508    |
| 1546  | 528.011    | 29.404    |
| 1547  | 519.389    | 29.301    |
| 1548  | 501.351    | 29.199    |
| 1549  | 600.135    | 29.097    |
| 1550  | 534.893    | 28.997    |
| 1551  | 559.791    | 28.897    |
| 1552  | 512.683    | 28.798    |
| 1553  | 469.804    | 28.7      |
| 1554  | 519.291    | 28.602    |
| 1555  | 491.272    | 28.506    |
| 1556  | 511.631    | 28.411    |
| 1557  | 520.818    | 28.317    |
| 1558  | 521.159    | 28.223    |
| 1559  | 579.131    | 28.131    |
| 1560  | 498.44     | 28.039    |
| 1561  | 529.002    | 27.949    |
| 1562  | 468.419    | 27.86     |
| 1563  | 536.623    | 27.772    |
| 1564  | 495.519    | 27.684    |
| 1565  | 450.574    | 27.598    |
| 1566  | 515.06     | 27.513    |
| 1567  | 471.321    | 27.43     |
| 1568  | 477.192    | 27.347    |
| 1569  | 496.793    | 27.265    |
| 1570  | 506.778    | 27.185    |
| 1571  | 465.447    | 27.106    |
| 1572  | 441.767    | 27.028    |
| 1573  | 491.85     | 26.951    |
| 1574  | 476.422    | 26.875    |
| 1575  | 447.865    | 26.801    |
| 1576  | 448.999    | 26.728    |
| 1577  | 515.754    | 26.656    |
| 1578  | 438.871    | 26.585    |
| 1579  | 474.485    | 26.516    |
| 1580  | 462.606    | 26.447    |
| 1581  | 481.553    | 26.38     |
| 1582  | 463.268    | 26.315    |
| 1583  | 453.106    | 26.251    |
| 1584  | 466.98     | 26.188    |
| 1585  | 446.988    | 26.126    |
| 1586  | 454.366    | 26.065    |
| 1587  | 504.892    | 26.006    |
| 1588  | 464.027    | 25.948    |
| 1589  | 407.737    | 25.892    |
| 1590  | 375.561    | 25.837    |
| 1591  | 456.996    | 25.783    |
| 1592  | 458.71     | 25.73     |
| 1593  | 432.939    | 25.679    |
| 1594  | 420.752    | 25.629    |
| 1595  | 445.082    | 25.581    |
| 1596  | 444.151    | 25.533    |
| 1597  | 457.834    | 25.488    |
| 1598  | 431.218    | 25.443    |
| 1599  | 428.535    | 25.4      |
| 1600  | 403.868    | 25.358    |
| 1601  | 417.018    | 25.317    |
| 1602  | 400.146    | 25.278    |
| 1603  | 376.031    | 25.24     |
| 1604  | 422.692    | 25.203    |
| 1605  | 488.988    | 25.168    |
| 1606  | 466.405    | 25.134    |
| 1607  | 381.413    | 25.101    |
| 1608  | 387.261    | 25.07     |
| 1609  | 432.53     | 25.04     |
| 1610  | 363.0      | 25.011    |
| 1611  | 398.155    | 24.983    |
| 1612  | 445.559    | 24.957    |
| 1613  | 397.296    | 24.932    |
| 1614  | 387.185    | 24.908    |
| 1615  | 427.351    | 24.886    |
| 1616  | 395.152    | 24.865    |
| 1617  | 398.674    | 24.845    |
| 1618  | 392.191    | 24.826    |
| 1619  | 403.878    | 24.809    |
| 1620  | 415.838    | 24.792    |
| 1621  | 421.803    | 24.777    |
| 1622  | 381.58     | 24.763    |
| 1623  | 401.452    | 24.751    |
| 1624  | 382.508    | 24.739    |
| 1625  | 393.878    | 24.729    |
| 1626  | 412.432    | 24.72     |
| 1627  | 421.49     | 24.712    |
| 1628  | 414.659    | 24.705    |
| 1629  | 389.618    | 24.699    |
| 1630  | 375.037    | 24.694    |
| 1631  | 379.141    | 24.69     |
| 1632  | 409.917    | 24.688    |
| 1633  | 404.617    | 24.686    |
| 1634  | 402.624    | 24.686    |
| 1635  | 355.978    | 24.687    |
| 1636  | 366.876    | 24.688    |
| 1637  | 413.247    | 24.691    |
| 1638  | 426.738    | 24.694    |
| 1639  | 395.828    | 24.699    |
| 1640  | 418.164    | 24.705    |
| 1641  | 406.46     | 24.711    |
| 1642  | 343.55     | 24.718    |
| 1643  | 369.774    | 24.727    |
| 1644  | 421.955    | 24.736    |
| 1645  | 360.641    | 24.746    |
| 1646  | 388.731    | 24.757    |
| 1647  | 368.55     | 24.769    |
| 1648  | 396.858    | 24.782    |
| 1649  | 370.909    | 24.795    |
| 1650  | 417.499    | 24.81     |
| 1651  | 445.058    | 24.825    |
| 1652  | 368.966    | 24.841    |
| 1653  | 371.054    | 24.857    |
| 1654  | 375.12     | 24.874    |
| 1655  | 407.292    | 24.892    |
| 1656  | 370.221    | 24.911    |
| 1657  | 391.493    | 24.931    |
| 1658  | 390.441    | 24.951    |
| 1659  | 384.925    | 24.971    |
| 1660  | 417.076    | 24.993    |
| 1661  | 412.208    | 25.014    |
| 1662  | 354.671    | 25.037    |
| 1663  | 409.503    | 25.06     |
| 1664  | 360.948    | 25.084    |
| 1665  | 403.172    | 25.108    |
| 1666  | 433.914    | 25.132    |
| 1667  | 380.519    | 25.158    |
| 1668  | 365.988    | 25.183    |
| 1669  | 388.153    | 25.209    |
| 1670  | 387.494    | 25.236    |
| 1671  | 394.302    | 25.263    |
| 1672  | 388.057    | 25.29     |
| 1673  | 362.018    | 25.318    |
| 1674  | 425.6      | 25.346    |
| 1675  | 344.724    | 25.374    |
| 1676  | 395.261    | 25.403    |
| 1677  | 385.02     | 25.432    |
| 1678  | 402.157    | 25.462    |
| 1679  | 356.064    | 25.491    |
| 1680  | 395.561    | 25.521    |
| 1681  | 396.298    | 25.551    |
| 1682  | 338.085    | 25.582    |
| 1683  | 396.908    | 25.613    |
| 1684  | 390.983    | 25.643    |
| 1685  | 403.751    | 25.674    |
| 1686  | 356.012    | 25.706    |
| 1687  | 389.585    | 25.737    |
| 1688  | 368.565    | 25.768    |
| 1689  | 380.479    | 25.8      |
| 1690  | 369.801    | 25.832    |
| 1691  | 368.952    | 25.863    |
| 1692  | 392.426    | 25.895    |
| 1693  | 381.381    | 25.927    |
| 1694  | 399.61     | 25.959    |
| 1695  | 395.318    | 25.991    |
| 1696  | 382.098    | 26.023    |
| 1697  | 392.529    | 26.055    |
| 1698  | 413.361    | 26.087    |
| 1699  | 341.156    | 26.119    |
| 1700  | 377.711    | 26.15     |
| 1701  | 429.266    | 26.182    |
| 1702  | 438.697    | 26.214    |
| 1703  | 400.235    | 26.245    |
| 1704  | 408.094    | 26.277    |
| 1705  | 416.824    | 26.308    |
| 1706  | 429.779    | 26.339    |
| 1707  | 387.405    | 26.37     |
| 1708  | 364.286    | 26.401    |
| 1709  | 427.504    | 26.432    |
| 1710  | 399.321    | 26.462    |
| 1711  | 411.907    | 26.493    |
| 1712  | 348.809    | 26.523    |
| 1713  | 409.442    | 26.553    |
| 1714  | 408.324    | 26.582    |
| 1715  | 377.449    | 26.612    |
| 1716  | 346.912    | 26.641    |
| 1717  | 422.595    | 26.67     |
| 1718  | 407.329    | 26.698    |
| 1719  | 373.68     | 26.727    |
| 1720  | 393.871    | 26.755    |
| 1721  | 382.056    | 26.783    |
| 1722  | 424.617    | 26.81     |
| 1723  | 422.539    | 26.837    |
| 1724  | 363.632    | 26.864    |
| 1725  | 386.102    | 26.89     |
| 1726  | 445.309    | 26.917    |
| 1727  | 361.337    | 26.942    |
| 1728  | 406.492    | 26.968    |
| 1729  | 363.003    | 26.993    |
| 1730  | 388.572    | 27.018    |
| 1731  | 431.089    | 27.042    |
| 1732  | 416.358    | 27.066    |
| 1733  | 390.692    | 27.09     |
| 1734  | 405.38     | 27.113    |
| 1735  | 429.109    | 27.136    |
| 1736  | 435.949    | 27.158    |
| 1737  | 406.554    | 27.18     |
| 1738  | 377.487    | 27.202    |
| 1739  | 394.986    | 27.223    |
| 1740  | 402.392    | 27.244    |
| 1741  | 472.586    | 27.264    |
| 1742  | 388.778    | 27.284    |
| 1743  | 376.98     | 27.303    |
| 1744  | 352.04     | 27.322    |
| 1745  | 389.556    | 27.341    |
| 1746  | 340.388    | 27.359    |
| 1747  | 405.008    | 27.377    |
| 1748  | 423.934    | 27.394    |
| 1749  | 344.267    | 27.411    |
| 1750  | 395.506    | 27.428    |
| 1751  | 365.806    | 27.444    |
| 1752  | 343.632    | 27.46     |
| 1753  | 356.634    | 27.475    |
| 1754  | 361.418    | 27.489    |
| 1755  | 364.848    | 27.504    |
| 1756  | 403.824    | 27.518    |
| 1757  | 381.38     | 27.531    |
| 1758  | 390.103    | 27.544    |
| 1759  | 405.474    | 27.557    |
| 1760  | 381.036    | 27.569    |
| 1761  | 384.943    | 27.581    |
| 1762  | 326.442    | 27.592    |
| 1763  | 398.557    | 27.603    |
| 1764  | 393.075    | 27.613    |
| 1765  | 383.192    | 27.624    |
| 1766  | 378.833    | 27.633    |
| 1767  | 375.898    | 27.642    |
| 1768  | 405.927    | 27.651    |
| 1769  | 382.718    | 27.66     |
| 1770  | 371.821    | 27.668    |
| 1771  | 374.902    | 27.676    |
| 1772  | 418.712    | 27.683    |
| 1773  | 349.011    | 27.69     |
| 1774  | 320.848    | 27.696    |
| 1775  | 372.096    | 27.703    |
| 1776  | 384.122    | 27.709    |
| 1777  | 365.977    | 27.714    |
| 1778  | 351.878    | 27.719    |
| 1779  | 397.929    | 27.724    |
| 1780  | 398.384    | 27.729    |
| 1781  | 358.794    | 27.733    |
| 1782  | 338.738    | 27.737    |
| 1783  | 341.15     | 27.74     |
| 1784  | 399.51     | 27.743    |
| 1785  | 412.967    | 27.746    |
| 1786  | 369.225    | 27.749    |
| 1787  | 366.105    | 27.751    |
| 1788  | 352.883    | 27.753    |
| 1789  | 414.622    | 27.755    |
| 1790  | 372.017    | 27.757    |
| 1791  | 361.318    | 27.758    |
| 1792  | 344.206    | 27.759    |
| 1793  | 379.667    | 27.76     |
| 1794  | 388.349    | 27.76     |
| 1795  | 373.271    | 27.761    |
| 1796  | 383.469    | 27.761    |
| 1797  | 366.329    | 27.761    |
| 1798  | 352.556    | 27.761    |
| 1799  | 393.633    | 27.76     |
| 1800  | 355.771    | 27.76     |
| 1801  | 346.684    | 27.759    |
| 1802  | 359.614    | 27.758    |
| 1803  | 322.404    | 27.757    |
| 1804  | 354.141    | 27.756    |
| 1805  | 357.458    | 27.754    |
| 1806  | 347.319    | 27.753    |
| 1807  | 338.869    | 27.751    |
| 1808  | 346.52     | 27.749    |
| 1809  | 343.521    | 27.748    |
| 1810  | 381.004    | 27.746    |
| 1811  | 305.094    | 27.744    |
| 1812  | 397.791    | 27.742    |
| 1813  | 358.804    | 27.74     |
| 1814  | 300.806    | 27.738    |
| 1815  | 342.019    | 27.736    |
| 1816  | 360.572    | 27.734    |
| 1817  | 319.916    | 27.731    |
| 1818  | 347.113    | 27.729    |
| 1819  | 296.113    | 27.727    |
| 1820  | 334.17     | 27.725    |
| 1821  | 343.09     | 27.723    |
| 1822  | 303.442    | 27.721    |
| 1823  | 329.057    | 27.719    |
| 1824  | 350.283    | 27.717    |
| 1825  | 382.885    | 27.715    |
| 1826  | 325.482    | 27.714    |
| 1827  | 298.311    | 27.712    |
| 1828  | 348.787    | 27.71     |
| 1829  | 316.765    | 27.709    |
| 1830  | 312.135    | 27.707    |
| 1831  | 282.058    | 27.706    |
| 1832  | 300.188    | 27.705    |
| 1833  | 314.96     | 27.704    |
| 1834  | 306.05     | 27.704    |
| 1835  | 345.377    | 27.703    |
| 1836  | 344.529    | 27.703    |
| 1837  | 294.072    | 27.702    |
| 1838  | 261.42     | 27.702    |
| 1839  | 346.906    | 27.703    |
| 1840  | 297.636    | 27.703    |
| 1841  | 362.58     | 27.704    |
| 1842  | 299.695    | 27.705    |
| 1843  | 280.047    | 27.706    |
| 1844  | 309.247    | 27.707    |
| 1845  | 306.241    | 27.709    |
| 1846  | 280.27     | 27.711    |
| 1847  | 297.168    | 27.713    |
| 1848  | 302.17     | 27.716    |
| 1849  | 306.435    | 27.719    |
| 1850  | 324.102    | 27.722    |
| 1851  | 286.657    | 27.725    |
| 1852  | 362.644    | 27.729    |
| 1853  | 322.4      | 27.733    |
| 1854  | 326.73     | 27.738    |
| 1855  | 310.796    | 27.743    |
| 1856  | 241.848    | 27.748    |
| 1857  | 297.202    | 27.754    |
| 1858  | 277.227    | 27.76     |
| 1859  | 317.159    | 27.766    |
| 1860  | 297.437    | 27.773    |
| 1861  | 309.746    | 27.78     |
| 1862  | 295.967    | 27.787    |
| 1863  | 242.263    | 27.795    |
| 1864  | 272.075    | 27.804    |
| 1865  | 265.428    | 27.813    |
| 1866  | 274.648    | 27.822    |
| 1867  | 276.833    | 27.832    |
| 1868  | 284.941    | 27.842    |
| 1869  | 242.522    | 27.853    |
| 1870  | 286.067    | 27.864    |
| 1871  | 283.828    | 27.875    |
| 1872  | 269.1      | 27.887    |
| 1873  | 268.724    | 27.9      |
| 1874  | 289.728    | 27.913    |
| 1875  | 256.479    | 27.926    |
| 1876  | 268.974    | 27.94     |
| 1877  | 267.854    | 27.955    |
| 1878  | 287.186    | 27.97     |
| 1879  | 245.669    | 27.985    |
| 1880  | 313.059    | 28.001    |
| 1881  | 315.132    | 28.018    |
| 1882  | 262.501    | 28.035    |
| 1883  | 286.166    | 28.052    |
| 1884  | 271.835    | 28.071    |
| 1885  | 224.216    | 28.089    |
| 1886  | 263.887    | 28.108    |
| 1887  | 232.363    | 28.128    |
| 1888  | 254.756    | 28.148    |
| 1889  | 269.481    | 28.169    |
| 1890  | 266.953    | 28.191    |
| 1891  | 191.733    | 28.212    |
| 1892  | 298.301    | 28.235    |
| 1893  | 281.648    | 28.258    |
| 1894  | 247.14     | 28.282    |
| 1895  | 237.554    | 28.306    |
| 1896  | 253.86     | 28.331    |
| 1897  | 202.369    | 28.356    |
| 1898  | 242.925    | 28.382    |
| 1899  | 250.699    | 28.408    |
| 1900  | 269.199    | 28.435    |
| 1901  | 248.147    | 28.463    |
| 1902  | 300.804    | 28.491    |
| 1903  | 213.728    | 28.52     |
| 1904  | 220.651    | 28.549    |
| 1905  | 254.768    | 28.579    |
| 1906  | 197.621    | 28.609    |
| 1907  | 247.121    | 28.641    |
| 1908  | 273.267    | 28.672    |
| 1909  | 246.942    | 28.704    |
| 1910  | 267.106    | 28.737    |
| 1911  | 251.037    | 28.77     |
| 1912  | 266.339    | 28.804    |
| 1913  | 214.358    | 28.839    |
| 1914  | 276.139    | 28.874    |
| 1915  | 263.707    | 28.91     |
| 1916  | 259.809    | 28.946    |
| 1917  | 232.885    | 28.983    |
| 1918  | 217.65     | 29.02     |
| 1919  | 232.75     | 29.058    |
| 1920  | 253.151    | 29.096    |
| 1921  | 305.367    | 29.135    |
| 1922  | 277.847    | 29.175    |
| 1923  | 237.26     | 29.215    |
| 1924  | 251.417    | 29.256    |
| 1925  | 206.58     | 29.297    |
| 1926  | 232.168    | 29.339    |
| 1927  | 300.18     | 29.381    |
| 1928  | 275.429    | 29.424    |
| 1929  | 264.67     | 29.468    |
| 1930  | 244.54     | 29.512    |
| 1931  | 288.819    | 29.556    |
| 1932  | 219.082    | 29.601    |
| 1933  | 141.644    | 29.647    |
| 1934  | 228.868    | 29.693    |
| 1935  | 205.8      | 29.74     |
| 1936  | 280.23     | 29.787    |
| 1937  | 269.027    | 29.835    |
| 1938  | 241.855    | 29.883    |
| 1939  | 241.276    | 29.931    |
| 1940  | 277.36     | 29.981    |
| 1941  | 268.799    | 30.03     |
| 1942  | 234.311    | 30.08     |
| 1943  | 197.264    | 30.131    |
| 1944  | 290.848    | 30.182    |
| 1945  | 208.552    | 30.234    |
| 1946  | 160.421    | 30.286    |
| 1947  | 259.807    | 30.338    |
| 1948  | 201.682    | 30.391    |
| 1949  | 195.378    | 30.445    |
| 1950  | 240.231    | 30.499    |
| 1951  | 217.211    | 30.553    |
| 1952  | 236.833    | 30.608    |
| 1953  | 238.151    | 30.663    |
| 1954  | 222.495    | 30.719    |
| 1955  | 274.031    | 30.775    |
| 1956  | 209.874    | 30.832    |
| 1957  | 275.459    | 30.889    |
| 1958  | 196.103    | 30.946    |
| 1959  | 271.201    | 31.004    |
| 1960  | 187.939    | 31.062    |
| 1961  | 261.58     | 31.12     |
| 1962  | 282.224    | 31.179    |
| 1963  | 233.648    | 31.239    |
| 1964  | 233.837    | 31.298    |
| 1965  | 295.635    | 31.358    |
| 1966  | 177.232    | 31.419    |
| 1967  | 183.992    | 31.48     |
| 1968  | 264.236    | 31.541    |
| 1969  | 239.316    | 31.602    |
| 1970  | 202.176    | 31.664    |
| 1971  | 251.354    | 31.726    |
| 1972  | 266.079    | 31.789    |
| 1973  | 173.095    | 31.852    |
| 1974  | 224.439    | 31.915    |
| 1975  | 234.217    | 31.978    |
| 1976  | 235.139    | 32.042    |
| 1977  | 254.782    | 32.106    |
| 1978  | 206.766    | 32.17     |
| 1979  | 199.094    | 32.235    |
| 1980  | 283.919    | 32.3      |
| 1981  | 232.847    | 32.365    |
| 1982  | 168.167    | 32.431    |
| 1983  | 173.098    | 32.496    |
| 1984  | 226.017    | 32.562    |
| 1985  | 250.933    | 32.629    |
| 1986  | 171.58     | 32.695    |
| 1987  | 192.576    | 32.762    |
| 1988  | 287.274    | 32.829    |
| 1989  | 274.884    | 32.896    |
| 1990  | 159.291    | 32.963    |
| 1991  | 253.46     | 33.031    |
| 1992  | 192.888    | 33.099    |
| 1993  | 170.869    | 33.167    |
| 1994  | 248.99     | 33.235    |
| 1995  | 278.155    | 33.31     |
| 1996  | 230.052    | 33.378    |
| 1997  | 307.655    | 35.196    |
| 1998  | 264.084    | 35.265    |
| 1999  | 232.357    | 35.385    |
| 2000  | 298.683    | 35.454    |
| 2001  | 283.165    | 35.523    |
| 2002  | 234.628    | 35.593    |
| 2003  | 222.899    | 35.662    |
| 2004  | 270.159    | 35.732    |
| 2005  | 197.396    | 35.802    |
| 2006  | 224.223    | 35.872    |
| 2007  | 248.689    | 35.942    |
| 2008  | 210.111    | 36.013    |
| 2009  | 236.94     | 36.083    |
| 2010  | 205.992    | 36.154    |
| 2011  | 161.69     | 36.224    |
| 2012  | 226.385    | 36.295    |
| 2013  | 253.031    | 36.366    |
| 2014  | 178.554    | 36.437    |
| 2015  | 204.004    | 36.508    |
| 2016  | 261.796    | 36.579    |
| 2017  | 218.986    | 36.65     |
| 2018  | 273.332    | 36.721    |
| 2019  | 270.928    | 36.793    |
| 2020  | 200.082    | 36.864    |
| 2021  | 192.107    | 36.936    |
| 2022  | 198.497    | 37.007    |
| 2023  | 291.507    | 37.079    |
| 2024  | 193.769    | 37.151    |
| 2025  | 213.25     | 37.222    |
| 2026  | 224.422    | 37.294    |
| 2027  | 259.514    | 37.366    |
| 2028  | 212.53     | 37.438    |
| 2029  | 291.419    | 37.51     |
| 2030  | 224.527    | 37.582    |
| 2031  | 237.16     | 37.654    |
| 2032  | 236.274    | 37.726    |
| 2033  | 206.964    | 37.798    |
| 2034  | 217.744    | 37.87     |
| 2035  | 337.785    | 37.942    |
| 2036  | 243.221    | 38.014    |
| 2037  | 192.174    | 38.086    |
| 2038  | 257.801    | 38.159    |
| 2039  | 197.813    | 38.231    |
| 2040  | 190.869    | 38.303    |
| 2041  | 223.282    | 38.375    |
| 2042  | 194.413    | 38.448    |
| 2043  | 249.36     | 38.52     |
| 2044  | 279.232    | 38.592    |
| 2045  | 195.425    | 38.664    |
| 2046  | 260.83     | 38.737    |
| 2047  | 242.48     | 38.809    |
| 2048  | 236.834    | 38.881    |
| 2049  | 224.247    | 38.954    |
| 2050  | 238.715    | 39.026    |
| 2051  | 198.582    | 39.099    |
| 2052  | 212.49     | 39.171    |
| 2053  | 219.381    | 39.243    |
| 2054  | 224.088    | 39.316    |
| 2055  | 162.461    | 39.388    |
| 2056  | 211.811    | 39.46     |
| 2057  | 262.637    | 39.533    |
| 2058  | 197.395    | 39.605    |
| 2059  | 193.371    | 39.678    |
| 2060  | 221.095    | 39.75     |
| 2061  | 236.778    | 39.822    |
| 2062  | 259.513    | 39.895    |
| 2063  | 246.53     | 39.967    |
| 2064  | 162.238    | 40.04     |
| 2065  | 216.105    | 40.112    |
| 2066  | 163.542    | 40.185    |
| 2067  | 234.429    | 40.257    |
| 2068  | 240.822    | 40.33     |
| 2069  | 214.083    | 40.402    |
| 2070  | 259.64     | 40.475    |
| 2071  | 247.551    | 40.547    |
| 2072  | 129.818    | 40.62     |
| 2073  | 239.04     | 40.693    |
| 2074  | 224.482    | 40.765    |
| 2075  | 153.572    | 40.838    |
| 2076  | 227.368    | 40.911    |
| 2077  | 238.365    | 40.983    |
| 2078  | 189.42     | 41.056    |
| 2079  | 142.151    | 41.129    |
| 2080  | 237.946    | 41.202    |
| 2081  | 170.12     | 41.274    |
| 2082  | 205.967    | 41.347    |
| 2083  | 222.194    | 41.42     |
| 2084  | 251.694    | 41.493    |
| 2085  | 194.472    | 41.566    |
| 2086  | 199.92     | 41.64     |
| 2087  | 204.221    | 41.713    |
| 2088  | 241.245    | 41.786    |
| 2089  | 266.815    | 41.859    |
| 2090  | 231.337    | 41.933    |
| 2091  | 209.506    | 42.006    |
| 2092  | 230.97     | 42.079    |
| 2093  | 122.608    | 42.153    |
| 2094  | 211.409    | 42.227    |
| 2095  | 256.837    | 42.3      |
| 2096  | 213.394    | 42.374    |
| 2097  | 245.778    | 42.448    |
| 2098  | 234.728    | 42.522    |
| 2099  | 276.569    | 42.596    |
| 2100  | 194.296    | 42.671    |
| 2101  | 173.994    | 42.745    |
| 2102  | 113.126    | 42.819    |
| 2103  | 225.755    | 42.894    |
| 2104  | 274.99     | 42.969    |
| 2105  | 162.382    | 43.043    |
| 2106  | 196.332    | 43.118    |
| 2107  | 169.498    | 43.193    |
| 2108  | 96.616     | 43.269    |
| 2109  | 205.527    | 43.344    |
| 2110  | 152.193    | 43.42     |
| 2111  | 189.666    | 43.495    |
| 2112  | 150.377    | 43.571    |
| 2113  | 254.492    | 43.647    |
| 2114  | 167.968    | 43.723    |
| 2115  | 216.924    | 43.799    |
| 2116  | 188.36     | 43.876    |
| 2117  | 256.396    | 43.952    |
| 2118  | 131.284    | 44.029    |
| 2119  | 245.24     | 44.106    |
| 2120  | 240.317    | 44.183    |
| 2121  | 186.474    | 44.261    |
| 2122  | 187.227    | 44.338    |
| 2123  | 189.535    | 44.416    |
| 2124  | 218.348    | 44.494    |
| 2125  | 248.659    | 44.572    |
| 2126  | 225.155    | 44.651    |
| 2127  | 164.8      | 44.729    |
| 2128  | 176.721    | 44.808    |
| 2129  | 305.202    | 44.887    |
| 2130  | 146.982    | 44.967    |
| 2131  | 193.043    | 45.046    |
| 2132  | 148.008    | 45.126    |
| 2133  | 185.584    | 45.206    |
| 2134  | 148.007    | 45.286    |
| 2135  | 166.852    | 45.367    |
| 2136  | 117.846    | 45.448    |
| 2137  | 161.442    | 45.529    |
| 2138  | 255.362    | 45.611    |
| 2139  | 90.872     | 45.692    |
| 2140  | 240.298    | 45.774    |
| 2141  | 165.398    | 45.857    |
| 2142  | 136.044    | 45.939    |
| 2143  | 283.537    | 46.022    |
| 2144  | 238.673    | 46.105    |
| 2145  | 198.051    | 46.189    |
| 2146  | 253.375    | 46.273    |
| 2147  | 214.475    | 46.357    |
| 2148  | 149.418    | 46.441    |
| 2149  | 214.412    | 46.526    |
| 2150  | 178.659    | 46.611    |
| 2151  | 133.193    | 46.697    |
| 2152  | 122.605    | 46.783    |
| 2153  | 160.485    | 46.869    |
| 2154  | 191.376    | 46.955    |
| 2155  | 142.916    | 47.042    |
| 2156  | 206.581    | 47.13     |
| 2157  | 176.225    | 47.217    |
| 2158  | 136.283    | 47.305    |
| 2159  | 136.528    | 47.394    |
| 2160  | 128.484    | 47.482    |
| 2161  | 147.146    | 47.572    |
| 2162  | 175.129    | 47.661    |
| 2163  | 202.252    | 47.751    |
| 2164  | 235.703    | 47.841    |
| 2165  | 124.719    | 47.932    |
| 2166  | 106.473    | 48.023    |
| 2167  | 273.82     | 48.115    |
| 2168  | 145.618    | 48.207    |
| 2169  | 152.296    | 48.299    |
| 2170  | 178.176    | 48.392    |
| 2171  | 98.396     | 48.485    |
| 2172  | 135.221    | 48.579    |
| 2173  | 234.209    | 48.673    |
| 2174  | 165.839    | 48.767    |
| 2175  | 126.161    | 48.862    |
| 2176  | 96.907     | 48.958    |
| 2177  | 154.044    | 49.054    |
| 2178  | 229.402    | 49.15     |
| 2179  | 162.469    | 49.247    |
| 2180  | 114.253    | 49.344    |
| 2181  | 236.472    | 49.442    |
| 2182  | 135.113    | 49.54     |
| 2183  | 69.631     | 49.638    |
| 2184  | 77.288     | 49.738    |
| 2185  | 145.321    | 49.837    |
| 2186  | 164.678    | 49.937    |
| 2187  | 154.358    | 50.038    |
| 2188  | 127.876    | 50.139    |
| 2189  | 75.692     | 50.24     |
| 2190  | 173.323    | 50.342    |
| 2191  | 63.607     | 50.445    |
| 2192  | 72.083     | 50.548    |
| 2193  | 156.995    | 50.651    |
