---------------------------...
DATE: 2015-04-13
L_MIN: 30
L_MAX: 2508
FILENAME: COM_PowerSpect_CMB_R2.01.fits
PROCVER: DX11d
+-------+------------+-----------+
| ELL   | D_ELL      | ERR       |
| 743   | 2117.58    | 114.032   |
| 744   | 2156.172   | 114.373   |
| 745   | 2254.227   | 114.713   |
| 746   | 2214.679   | 115.052   |
| 747   | 2351.33    | 115.39    |
| 748   | 2411.339   | 115.728   |
| 749   | 2390.645   | 116.064   |
| 750   | 2222.118   | 116.398   |
| 751   | 2304.537   | 116.731   |
| 752   | 2024.911   | 117.062   |
| 753   | 2268.433   | 117.391   |
| 754   | 2247.909   | 117.718   |
| 755   | 2172.486   | 118.043   |
| 756   | 2293.148   | 118.364   |
| 757   | 2513.919   | 118.683   |
| 758   | 2263.258   | 118.999   |
| 759   | 2269.805   | 119.311   |
| 760   | 2276.842   | 119.62    |
| 761   | 2477.207   | 119.925   |
| 762   | 2295.367   | 120.227   |
| 763   | 2295.43    | 120.524   |
| 764   | 2409.512   | 120.818   |
| 765   | 2272.064   | 121.107   |
| 766   | 2281.833   | 121.391   |
| 767   | 2313.761   | 121.672   |
| 768   | 2255.953   | 121.948   |
| 769   | 2523.51    | 122.218   |
| 770   | 2272.456   | 122.484   |
| 771   | 2504.295   | 122.744   |
| 772   | 2290.297   | 122.999   |
| 773   | 2322.81    | 123.248   |
| 774   | 2345.953   | 123.491   |
| 775   | 2348.5     | 123.729   |
| 776   | 2328.294   | 123.96    |
| 777   | 2472.368   | 124.185   |
| 778   | 2263.716   | 124.404   |
| 779   | 2306.619   | 124.617   |
| 780   | 2408.937   | 124.822   |
| 781   | 2279.398   | 125.021   |
| 782   | 2496.047   | 125.213   |
| 783   | 2265.283   | 125.399   |
| 784   | 2303.438   | 125.577   |
| 785   | 2745.803   | 125.748   |
| 786   | 2590.594   | 125.912   |
| 787   | 2493.669   | 126.068   |
| 788   | 2500.523   | 126.217   |
| 789   | 2414.015   | 126.358   |
| 790   | 2358.581   | 126.496   |
| 791   | 2614.341   | 126.629   |
| 792   | 2317.685   | 126.754   |
| 793   | 2446.55    | 126.871   |
| 794   | 2439.428   | 126.98    |
| 795   | 2445.835   | 127.08    |
| 796   | 2479.527   | 127.172   |
| 797   | 2508.452   | 127.255   |
| 798   | 2540.246   | 127.33    |
| 799   | 2565.804   | 127.396   |
| 800   | 2531.439   | 127.453   |
| 801   | 2260.273   | 127.502   |
| 802   | 2486.011   | 127.542   |
| 803   | 2572.09    | 127.573   |
| 804   | 2380.549   | 127.595   |
| 805   | 2442.303   | 127.608   |
| 806   | 2434.903   | 127.613   |
| 807   | 2590.461   | 127.608   |
| 808   | 2515.19    | 127.594   |
| 809   | 2438.958   | 127.571   |
| 810   | 2600.055   | 127.539   |
| 811   | 2469.449   | 127.498   |
| 812   | 2717.962   | 127.447   |
| 813   | 2607.615   | 127.387   |
| 814   | 2501.04    | 127.318   |
| 815   | 2491.23    | 127.239   |
| 816   | 2570.46    | 127.152   |
| 817   | 2509.977   | 127.055   |
| 818   | 2343.386   | 126.949   |
| 819   | 2740.937   | 126.834   |
| 820   | 2471.296   | 126.709   |
| 821   | 2478.604   | 126.576   |
| 822   | 2488.14    | 126.433   |
| 823   | 2596.141   | 126.281   |
| 824   | 2545.243   | 126.12    |
| 825   | 2470.656   | 125.95    |
| 826   | 2349.212   | 125.771   |
| 827   | 2668.517   | 125.583   |
| 828   | 2614.965   | 125.386   |
| 829   | 2626.389   | 125.18    |
| 830   | 2409.138   | 124.966   |
| 831   | 2598.919   | 124.743   |
| 832   | 2309.629   | 124.511   |
| 833   | 2450.467   | 124.269   |
| 834   | 2591.01    | 124.02    |
| 835   | 2545.653   | 123.761   |
| 836   | 2370.954   | 123.494   |
| 837   | 2547.252   | 123.218   |
| 838   | 2380.818   | 122.933   |
| 839   | 2457.298   | 122.64    |
| 840   | 2413.689   | 122.339   |
| 841   | 2563.914   | 122.029   |
| 842   | 2545.868   | 121.711   |
| 843   | 2571.826   | 121.384   |
| 844   | 2704.21    | 121.049   |
| 845   | 2391.67    | 120.705   |
| 846   | 2502.113   | 120.354   |
| 847   | 2246.391   | 119.994   |
| 848   | 2435.592   | 119.626   |
| 849   | 2370.417   | 119.251   |
| 850   | 2313.34    | 118.868   |
| 851   | 2500.8     | 118.478   |
| 852   | 2240.553   | 118.08    |
| 853   | 2491.949   | 117.675   |
| 854   | 2452.691   | 117.262   |
| 855   | 2429.976   | 116.843   |
| 856   | 2468.663   | 116.417   |
| 857   | 2280.701   | 115.984   |
| 858   | 2388.625   | 115.544   |
| 859   | 2189.71    | 115.098   |
| 860   | 2470.813   | 114.646   |
| 861   | 2396.975   | 114.187   |
| 862   | 2172.03    | 113.722   |
| 863   | 2314.974   | 113.251   |
| 864   | 2483.317   | 112.774   |
| 865   | 2224.395   | 112.292   |
| 866   | 2388.364   | 111.803   |
| 867   | 2362.413   | 111.31    |
| 868   | 2301.18    | 110.814   |
| 869   | 2077.67    | 110.316   |
| 870   | 2134.923   | 109.813   |
| 871   | 2238.819   | 109.305   |
| 872   | 2207.062   | 108.792   |
| 873   | 2176.701   | 108.275   |
| 874   | 2449.867   | 107.753   |
| 875   | 2164.186   | 107.226   |
| 876   | 2200.14    | 106.696   |
| 877   | 2304.857   | 106.163   |
| 878   | 2057.575   | 105.627   |
| 879   | 2097.168   | 105.088   |
| 880   | 2145.407   | 104.544   |
| 881   | 1981.028   | 103.998   |
| 882   | 2113.029   | 103.448   |
| 883   | 1935.398   | 102.895   |
| 884   | 2000.481   | 102.339   |
| 885   | 2221.766   | 101.78    |
| 886   | 2128.119   | 101.218   |
| 887   | 2152.838   | 100.654   |
| 888   | 2074.247   | 100.088   |
| 889   | 1984.838   | 99.519    |
| 890   | 2100.822   | 98.948    |
| 891   | 2077.624   | 98.376    |
| 892   | 1987.935   | 97.801    |
| 893   | 2096.426   | 97.226    |
| 894   | 1993.035   | 96.648    |
| 895   | 2092.538   | 96.069    |
| 896   | 1833.85    | 95.49     |
| 897   | 1903.727   | 94.909    |
| 898   | 1827.398   | 94.327    |
| 899   | 1744.679   | 93.745    |
| 900   | 2063.845   | 93.162    |
| 901   | 1826.065   | 92.579    |
| 902   | 1859.273   | 91.995    |
| 903   | 2149.859   | 91.412    |
| 904   | 1725.09    | 90.828    |
| 905   | 1747.283   | 90.245    |
| 906   | 1888.112   | 89.662    |
| 907   | 1840.122   | 89.079    |
| 908   | 1830.534   | 88.497    |
| 909   | 1721.383   | 87.916    |
| 910   | 1610.829   | 87.336    |
| 911   | 1902.595   | 86.757    |
| 912   | 1698.451   | 86.18     |
| 913   | 1854.348   | 85.603    |
| 914   | 1661.5     | 85.029    |
| 915   | 1648.898   | 84.455    |
| 916   | 1832.608   | 83.884    |
| 917   | 1771.339   | 83.315    |
| 918   | 1751.787   | 82.748    |
| 919   | 1667.82    | 82.183    |
| 920   | 1799.538   | 81.62     |
| 921   | 1800.13    | 81.06     |
| 922   | 1594.316   | 80.503    |
| 923   | 1598.034   | 79.948    |
| 924   | 1456.607   | 79.396    |
| 925   | 1389.695   | 78.848    |
| 926   | 1710.253   | 78.302    |
| 927   | 1541.779   | 77.76     |
| 928   | 1524.681   | 77.222    |
| 929   | 1683.044   | 76.687    |
| 930   | 1646.093   | 76.156    |
| 931   | 1641.886   | 75.628    |
| 932   | 1628.948   | 75.105    |
| 933   | 1481.484   | 74.586    |
| 934   | 1554.818   | 74.071    |
| 935   | 1376.68    | 73.56     |
| 936   | 1501.946   | 73.053    |
| 937   | 1443.514   | 72.551    |
| 938   | 1426.819   | 72.054    |
| 939   | 1659.103   | 71.561    |
| 940   | 1335.651   | 71.073    |
| 941   | 1436.196   | 70.589    |
| 942   | 1454.507   | 70.11     |
| 943   | 1384.781   | 69.637    |
| 944   | 1345.213   | 69.168    |
| 945   | 1436.273   | 68.705    |
| 946   | 1367.964   | 68.247    |
| 947   | 1293.687   | 67.794    |
| 948   | 1310.461   | 67.346    |
| 949   | 1311.313   | 66.904    |
| 950   | 1408.6     | 66.468    |
| 951   | 1440.766   | 66.037    |
| 952   | 1253.752   | 65.611    |
| 953   | 1345.605   | 65.192    |
| 954   | 1330.527   | 64.778    |
| 955   | 1285.506   | 64.37     |
| 956   | 1296.1     | 63.968    |
| 957   | 1465.773   | 63.572    |
| 958   | 1352.262   | 63.182    |
| 959   | 1237.665   | 62.799    |
| 960   | 1293.325   | 62.421    |
| 961   | 1275.599   | 62.05     |
| 962   | 1225.818   | 61.685    |
| 963   | 1136.416   | 61.326    |
| 964   | 1272.441   | 60.974    |
| 965   | 1115.146   | 60.629    |
| 966   | 1241.237   | 60.29     |
| 967   | 1260.259   | 59.957    |
| 968   | 1293.625   | 59.632    |
| 969   | 1268.809   | 59.312    |
| 970   | 1188.956   | 59.0      |
| 971   | 1225.73    | 58.694    |
| 972   | 1223.342   | 58.394    |
| 973   | 1115.592   | 58.101    |
| 974   | 1118.245   | 57.815    |
| 975   | 1189.785   | 57.536    |
| 976   | 1078.941   | 57.263    |
| 977   | 1116.881   | 56.996    |
| 978   | 1198.793   | 56.737    |
| 979   | 1066.546   | 56.484    |
| 980   | 1125.148   | 56.237    |
| 981   | 1141.941   | 55.998    |
| 982   | 1126.122   | 55.765    |
| 983   | 1123.056   | 55.538    |
| 984   | 1155.578   | 55.319    |
| 985   | 1095.292   | 55.106    |
| 986   | 1156.199   | 54.899    |
| 987   | 1111.665   | 54.699    |
| 988   | 1071.162   | 54.506    |
| 989   | 1125.891   | 54.319    |
| 990   | 971.7      | 54.139    |
| 991   | 1090.157   | 53.965    |
| 992   | 1210.283   | 53.798    |
| 993   | 1156.375   | 53.637    |
| 994   | 1122.498   | 53.482    |
| 995   | 1035.635   | 53.334    |
| 996   | 1006.124   | 53.192    |
| 997   | 1084.451   | 53.057    |
| 998   | 1026.699   | 52.928    |
| 999   | 1050.636   | 52.805    |
| 1000  | 973.854    | 52.689    |
| 1001  | 1045.612   | 52.578    |
| 1002  | 1012.832   | 52.474    |
| 1003  | 1110.731   | 52.376    |
| 1004  | 1017.49    | 52.283    |
| 1005  | 1035.767   | 52.197    |
| 1006  | 998.393    | 52.116    |
| 1007  | 1051.024   | 52.041    |
| 1008  | 972.291    | 51.972    |
| 1009  | 1097.612   | 51.908    |
| 1010  | 1118.099   | 51.85     |
| 1011  | 1068.283   | 51.797    |
| 1012  | 948.454    | 51.749    |
| 1013  | 1084.35    | 51.706    |
| 1014  | 1134.823   | 51.669    |
| 1015  | 1113.432   | 51.637    |
| 1016  | 1060.855   | 51.61     |
| 1017  | 1087.411   | 51.588    |
| 1018  | 950.772    | 51.57     |
| 1019  | 1167.171   | 51.558    |
| 1020  | 979.95     | 51.55     |
| 1021  | 1018.937   | 51.546    |
| 1022  | 1042.307   | 51.547    |
| 1023  | 1002.648   | 51.553    |
| 1024  | 1073.209   | 51.562    |
| 1025  | 979.898    | 51.576    |
| 1026  | 1059.549   | 51.594    |
| 1027  | 970.158    | 51.617    |
| 1028  | 1060.577   | 51.643    |
| 1029  | 1024.675   | 51.673    |
| 1030  | 1008.539   | 51.707    |
| 1031  | 1004.9     | 51.744    |
| 1032  | 1054.74    | 51.785    |
| 1033  | 1070.01    | 51.83     |
| 1034  | 1104.953   | 51.877    |
| 1035  | 1090.741   | 51.929    |
| 1036  | 1012.465   | 51.983    |
| 1037  | 1000.312   | 52.041    |
| 1038  | 1099.073   | 52.101    |
| 1039  | 1096.128   | 52.164    |
| 1040  | 1086.056   | 52.231    |
| 1041  | 1078.665   | 52.299    |
| 1042  | 987.142    | 52.371    |
| 1043  | 997.033    | 52.445    |
| 1044  | 1140.808   | 52.521    |
| 1045  | 1016.304   | 52.599    |
| 1046  | 1068.945   | 52.68     |
| 1047  | 1064.896   | 52.763    |
| 1048  | 1020.357   | 52.847    |
| 1049  | 1168.661   | 52.934    |
| 1050  | 1067.657   | 53.022    |
| 1051  | 1070.964   | 53.112    |
| 1052  | 1121.539   | 53.203    |
| 1053  | 1110.369   | 53.296    |
| 1054  | 1163.371   | 53.39     |
| 1055  | 1048.709   | 53.486    |
| 1056  | 1112.907   | 53.582    |
| 1057  | 1070.562   | 53.68     |
| 1058  | 1178.598   | 53.779    |
| 1059  | 1251.907   | 53.878    |
| 1060  | 1178.262   | 53.978    |
| 1061  | 1084.946   | 54.079    |
| 1062  | 1074.812   | 54.181    |
| 1063  | 1072.563   | 54.282    |
| 1064  | 1003.919   | 54.385    |
| 1065  | 1150.853   | 54.487    |
| 1066  | 1148.958   | 54.59     |
| 1067  | 1154.375   | 54.692    |
| 1068  | 1142.075   | 54.795    |
| 1069  | 1185.238   | 54.897    |
| 1070  | 1128.695   | 54.999    |
| 1071  | 1118.458   | 55.101    |
| 1072  | 1055.954   | 55.203    |
| 1073  | 1149.569   | 55.304    |
| 1074  | 1208.696   | 55.405    |
| 1075  | 1163.973   | 55.505    |
| 1076  | 1224.115   | 55.604    |
| 1077  | 1137.508   | 55.702    |
| 1078  | 1094.452   | 55.8      |
| 1079  | 1229.43    | 55.897    |
| 1080  | 1113.573   | 55.992    |
| 1081  | 1124.844   | 56.087    |
| 1082  | 1228.238   | 56.18     |
| 1083  | 1244.751   | 56.272    |
| 1084  | 1282.87    | 56.363    |
| 1085  | 1204.089   | 56.452    |
| 1086  | 1246.335   | 56.54     |
| 1087  | 1308.603   | 56.626    |
| 1088  | 1045.344   | 56.711    |
| 1089  | 1244.757   | 56.794    |
| 1090  | 1265.284   | 56.875    |
| 1091  | 1185.022   | 56.954    |
| 1092  | 1254.249   | 57.032    |
| 1093  | 1279.163   | 57.108    |
| 1094  | 1143.67    | 57.181    |
| 1095  | 1257.694   | 57.253    |
| 1096  | 1097.76    | 57.323    |
| 1097  | 1203.312   | 57.39     |
| 1098  | 1250.602   | 57.455    |
| 1099  | 1110.098   | 57.518    |
| 1100  | 1289.998   | 57.579    |
| 1101  | 1271.178   | 57.637    |
| 1102  | 1157.196   | 57.693    |
| 1103  | 1275.832   | 57.746    |
| 1104  | 1215.048   | 57.797    |
| 1105  | 1222.551   | 57.845    |
| 1106  | 1079.267   | 57.89     |
| 1107  | 1266.212   | 57.933    |
| 1108  | 1203.083   | 57.974    |
| 1109  | 1180.84    | 58.012    |
| 1110  | 1295.11    | 58.047    |
| 1111  | 1193.675   | 58.079    |
| 1112  | 1206.221   | 58.108    |
| 1113  | 1276.297   | 58.135    |
| 1114  | 1162.505   | 58.159    |
| 1115  | 1117.68    | 58.18     |
| 1116  | 1294.731   | 58.198    |
| 1117  | 1290.842   | 58.213    |
| 1118  | 1266.513   | 58.226    |
| 1119  | 1230.3     | 58.235    |
| 1120  | 1219.596   | 58.241    |
| 1121  | 1216.414   | 58.244    |
| 1122  | 1302.275   | 58.245    |
| 1123  | 1256.596   | 58.242    |
| 1124  | 1191.376   | 58.236    |
| 1125  | 1241.21    | 58.227    |
| 1126  | 1241.672   | 58.215    |
| 1127  | 1320.359   | 58.201    |
| 1128  | 1275.96    | 58.183    |
| 1129  | 1217.469   | 58.163    |
| 1130  | 1218.788   | 58.14     |
| 1131  | 1209.797   | 58.114    |
| 1132  | 1216.453   | 58.085    |
| 1133  | 1241.005   | 58.053    |
| 1134  | 1178.458   | 58.017    |
| 1135  | 1155.707   | 57.978    |
| 1136  | 1298.616   | 57.936    |
| 1137  | 1209.147   | 57.891    |
| 1138  | 1201.587   | 57.843    |
| 1139  | 1124.648   | 57.791    |
| 1140  | 1244.308   | 57.736    |
| 1141  | 1177.197   | 57.677    |
| 1142  | 1243.431   | 57.616    |
| 1143  | 1278.825   | 57.55     |
| 1144  | 1107.4     | 57.482    |
| 1145  | 1296.288   | 57.411    |
| 1146  | 1269.182   | 57.336    |
| 1147  | 1236.155   | 57.258    |
| 1148  | 1322.872   | 57.178    |
| 1149  | 1124.173   | 57.094    |
| 1150  | 1134.103   | 57.007    |
| 1151  | 1235.494   | 56.917    |
| 1152  | 1175.605   | 56.824    |
| 1153  | 1244.916   | 56.728    |
| 1154  | 1141.821   | 56.631    |
| 1155  | 1299.67    | 56.53     |
| 1156  | 1247.904   | 56.426    |
| 1157  | 1268.669   | 56.32     |
| 1158  | 1202.81    | 56.211    |
| 1159  | 1180.121   | 56.099    |
| 1160  | 1142.847   | 55.984    |
| 1161  | 1250.812   | 55.867    |
| 1162  | 1220.396   | 55.747    |
| 1163  | 1121.031   | 55.624    |
| 1164  | 1190.058   | 55.498    |
| 1165  | 1136.118   | 55.37     |
| 1166  | 1168.814   | 55.24     |
| 1167  | 1173.076   | 55.107    |
| 1168  | 1170.506   | 54.971    |
| 1169  | 1106.758   | 54.833    |
| 1170  | 1146.537   | 54.692    |
| 1171  | 1113.708   | 54.55     |
| 1172  | 1087.823   | 54.404    |
| 1173  | 1174.941   | 54.257    |
| 1174  | 1234.242   | 54.107    |
| 1175  | 1120.582   | 53.955    |
| 1176  | 1092.469   | 53.801    |
| 1177  | 1108.699   | 53.645    |
| 1178  | 1141.656   | 53.487    |
| 1179  | 1188.178   | 53.327    |
| 1180  | 1149.389   | 53.165    |
| 1181  | 1101.964   | 53.001    |
| 1182  | 1214.245   | 52.835    |
| 1183  | 1090.951   | 52.668    |
| 1184  | 1139.406   | 52.499    |
| 1185  | 1085.125   | 52.328    |
| 1186  | 1116.38    | 52.155    |
| 1187  | 1140.118   | 51.981    |
| 1188  | 1160.875   | 51.805    |
| 1189  | 1056.761   | 51.628    |
| 1190  | 1099.935   | 51.449    |
| 1191  | 1158.97    | 51.27     |
| 1192  | 1025.57    | 51.089    |
| 1193  | 1099.483   | 50.906    |
| 1194  | 1033.279   | 50.723    |
| 1195  | 1115.027   | 50.538    |
| 1196  | 1096.937   | 50.382    |
| 1197  | 1073.87    | 50.195    |
| 1198  | 1066.417   | 51.257    |
| 1199  | 1001.175   | 51.055    |
| 1200  | 1006.695   | 50.921    |
| 1201  | 990.69     | 50.717    |
| 1202  | 957.84     | 50.513    |
| 1203  | 953.797    | 50.307    |
| 1204  | 1074.361   | 50.102    |
| 1205  | 990.695    | 49.896    |
| 1206  | 1004.342   | 49.689    |
| 1207  | 992.96     | 49.482    |
| 1208  | 950.33     | 49.275    |
| 1209  | 943.192    | 49.067    |
| 1210  | 1042.041   | 48.859    |
| 1211  | 913.829    | 48.652    |
| 1212  | 1038.67    | 48.444    |
| 1213  | 973.9      | 48.236    |
| 1214  | 886.104    | 48.028    |
| 1215  | 1021.534   | 47.821    |
| 1216  | 1036.531   | 47.614    |
| 1217  | 975.838    | 47.407    |
| 1218  | 936.848    | 47.2      |
| 1219  | 1101.559   | 46.994    |
| 1220  | 908.975    | 46.788    |
| 1221  | 926.65     | 46.583    |
| 1222  | 926.997    | 46.379    |
| 1223  | 954.606    | 46.175    |
| 1224  | 950.184    | 45.971    |
| 1225  | 942.68     | 45.769    |
| 1226  | 933.221    | 45.567    |
| 1227  | 933.858    | 45.367    |
| 1228  | 884.413    | 45.167    |
| 1229  | 824.512    | 44.968    |
| 1230  | 961.185    | 44.77     |
| 1231  | 873.675    | 44.574    |
| 1232  | 907.032    | 44.378    |
| 1233  | 885.767    | 44.184    |
| 1234  | 895.895    | 43.991    |
| 1235  | 893.503    | 43.8      |
| 1236  | 876.451    | 43.609    |
| 1237  | 896.606    | 43.421    |
| 1238  | 847.372    | 43.234    |
| 1239  | 871.307    | 43.048    |
| 1240  | 964.876    | 42.864    |
| 1241  | 890.374    | 42.682    |
| 1242  | 915.433    | 42.501    |
| 1243  | 902.291    | 42.322    |
| 1244  | 821.407    | 42.145    |
| 1245  | 861.098    | 41.97     |
| 1246  | 858.97     | 41.796    |
| 1247  | 819.079    | 41.625    |
| 1248  | 892.859    | 41.455    |
| 1249  | 920.34     | 41.287    |
| 1250  | 845.773    | 41.122    |
| 1251  | 816.735    | 40.959    |
| 1252  | 788.413    | 40.797    |
| 1253  | 779.378    | 40.638    |
| 1254  | 900.256    | 40.481    |
| 1255  | 771.872    | 40.326    |
| 1256  | 795.302    | 40.174    |
| 1257  | 814.046    | 40.024    |
| 1258  | 760.622    | 39.876    |
| 1259  | 862.135    | 39.731    |
| 1260  | 791.255    | 39.588    |
| 1261  | 794.185    | 39.447    |
| 1262  | 809.288    | 39.309    |
| 1263  | 781.882    | 39.173    |
| 1264  | 760.002    | 39.04     |
| 1265  | 787.114    | 38.909    |
| 1266  | 720.315    | 38.78     |
| 1267  | 723.097    | 38.655    |
| 1268  | 796.44     | 38.531    |
| 1269  | 815.679    | 38.411    |
| 1270  | 784.514    | 38.293    |
| 1271  | 779.419    | 38.177    |
| 1272  | 788.577    | 38.065    |
| 1273  | 767.505    | 37.955    |
| 1274  | 731.105    | 37.847    |
| 1275  | 744.817    | 37.742    |
| 1276  | 785.695    | 37.64     |
| 1277  | 797.002    | 37.541    |
| 1278  | 752.345    | 37.444    |
| 1279  | 716.297    | 37.35     |
| 1280  | 740.429    | 37.259    |
| 1281  | 739.351    | 37.17     |
| 1282  | 727.151    | 37.084    |
| 1283  | 749.456    | 37.001    |
| 1284  | 750.107    | 36.92     |
| 1285  | 715.634    | 36.842    |
| 1286  | 790.309    | 36.767    |
| 1287  | 694.513    | 36.694    |
| 1288  | 716.258    | 36.625    |
| 1289  | 767.919    | 36.558    |
| 1290  | 820.209    | 36.493    |
| 1291  | 682.052    | 36.432    |
| 1292  | 827.891    | 36.372    |
| 1293  | 775.62     | 36.316    |
| 1294  | 733.596    | 36.262    |
| 1295  | 729.488    | 36.211    |
| 1296  | 755.074    | 36.163    |
| 1297  | 677.973    | 36.117    |
| 1298  | 744.865    | 36.073    |
| 1299  | 748.025    | 36.032    |
| 1300  | 766.958    | 35.994    |
| 1301  | 721.475    | 35.958    |
| 1302  | 740.629    | 35.925    |
| 1303  | 708.671    | 35.894    |
| 1304  | 706.058    | 35.866    |
| 1305  | 774.17     | 35.84     |
| 1306  | 736.747    | 35.817    |
| 1307  | 655.353    | 35.796    |
| 1308  | 654.564    | 35.777    |
| 1309  | 706.012    | 35.761    |
| 1310  | 743.3      | 35.747    |
| 1311  | 755.748    | 35.735    |
| 1312  | 695.626    | 35.726    |
| 1313  | 727.177    | 35.719    |
| 1314  | 723.566    | 35.714    |
| 1315  | 743.03     | 35.711    |
| 1316  | 763.627    | 35.71     |
| 1317  | 739.319    | 35.712    |
| 1318  | 670.475    | 35.715    |
| 1319  | 676.44     | 35.721    |
| 1320  | 722.427    | 35.728    |
| 1321  | 740.551    | 35.738    |
| 1322  | 751.297    | 35.749    |
| 1323  | 668.879    | 35.763    |
| 1324  | 706.532    | 35.778    |
| 1325  | 707.252    | 35.795    |
| 1326  | 694.473    | 35.814    |
| 1327  | 776.47     | 35.834    |
| 1328  | 732.14     | 35.857    |
| 1329  | 740.69     | 35.881    |
| 1330  | 730.669    | 35.906    |
| 1331  | 732.592    | 35.934    |
| 1332  | 686.058    | 35.962    |
| 1333  | 729.272    | 35.992    |
| 1334  | 820.413    | 36.024    |
| 1335  | 690.838    | 36.057    |
| 1336  | 746.26     | 36.092    |
| 1337  | 790.209    | 36.128    |
| 1338  | 729.784    | 36.165    |
| 1339  | 792.59     | 36.203    |
| 1340  | 740.808    | 36.243    |
| 1341  | 767.095    | 36.283    |
| 1342  | 696.164    | 36.325    |
| 1343  | 712.417    | 36.368    |
| 1344  | 733.305    | 36.412    |
| 1345  | 782.435    | 36.457    |
| 1346  | 738.441    | 36.503    |
| 1347  | 712.797    | 36.55     |
| 1348  | 767.494    | 36.597    |
| 1349  | 729.518    | 36.646    |
| 1350  | 753.661    | 36.695    |
| 1351  | 786.441    | 36.745    |
| 1352  | 719.128    | 36.795    |
| 1353  | 758.795    | 36.846    |
| 1354  | 758.166    | 36.898    |
| 1355  | 783.212    | 36.95     |
| 1356  | 828.449    | 37.003    |
| 1357  | 674.244    | 37.056    |
| 1358  | 791.907    | 37.11     |
| 1359  | 772.726    | 37.163    |
| 1360  | 760.584    | 37.218    |
| 1361  | 784.871    | 37.272    |
| 1362  | 772.929    | 37.327    |
| 1363  | 832.284    | 37.381    |
| 1364  | 807.727    | 37.436    |
| 1365  | 743.167    | 37.491    |
| 1366  | 758.134    | 37.546    |
| 1367  | 793.796    | 37.601    |
| 1368  | 730.92     | 37.656    |
| 1369  | 788.198    | 37.711    |
| 1370  | 778.749    | 37.765    |
| 1371  | 768.479    | 37.82     |
| 1372  | 754.208    | 37.874    |
| 1373  | 879.022    | 37.928    |
| 1374  | 796.317    | 37.981    |
| 1375  | 718.644    | 38.035    |
| 1376  | 758.078    | 38.088    |
| 1377  | 728.947    | 38.14     |
| 1378  | 820.811    | 38.192    |
| 1379  | 776.049    | 38.243    |
| 1380  | 730.937    | 38.294    |
| 1381  | 729.217    | 38.344    |
| 1382  | 763.599    | 38.394    |
| 1383  | 801.848    | 38.443    |
| 1384  | 704.914    | 38.491    |
| 1385  | 813.131    | 38.538    |
| 1386  | 817.334    | 38.585    |
| 1387  | 732.655    | 38.631    |
| 1388  | 802.754    | 38.676    |
| 1389  | 796.798    | 38.72     |
| 1390  | 822.255    | 38.763    |
| 1391  | 798.594    | 38.805    |
| 1392  | 851.547    | 38.846    |
| 1393  | 845.151    | 38.886    |
| 1394  | 784.213    | 38.926    |
| 1395  | 801.337    | 38.963    |
| 1396  | 752.938    | 39.0      |
| 1397  | 845.16     | 39.036    |
| 1398  | 881.12     | 39.071    |
| 1399  | 873.978    | 39.104    |
| 1400  | 839.333    | 39.136    |
| 1401  | 844.744    | 39.167    |
| 1402  | 805.459    | 39.196    |
| 1403  | 828.947    | 39.225    |
| 1404  | 787.834    | 39.251    |
| 1405  | 768.903    | 39.277    |
| 1406  | 813.203    | 39.301    |
| 1407  | 843.762    | 39.324    |
| 1408  | 798.444    | 39.345    |
| 1409  | 858.899    | 39.365    |
| 1410  | 849.903    | 39.383    |
| 1411  | 764.183    | 39.4      |
| 1412  | 890.526    | 39.415    |
| 1413  | 788.424    | 39.429    |
| 1414  | 818.949    | 39.441    |
| 1415  | 801.227    | 39.451    |
| 1416  | 779.502    | 39.46     |
| 1417  | 859.663    | 39.468    |
| 1418  | 822.911    | 39.474    |
| 1419  | 830.802    | 39.478    |
| 1420  | 786.81     | 39.48     |
| 1421  | 820.806    | 39.481    |
| 1422  | 841.255    | 39.481    |
| 1423  | 787.909    | 39.478    |
| 1424  | 806.778    | 39.474    |
| 1425  | 796.421    | 39.468    |
| 1426  | 790.929    | 39.461    |
| 1427  | 814.912    | 39.452    |
| 1428  | 760.546    | 39.441    |
| 1429  | 828.273    | 39.428    |
| 1430  | 733.041    | 39.414    |
| 1431  | 827.482    | 39.398    |
| 1432  | 735.927    | 39.38     |
| 1433  | 835.857    | 39.36     |
| 1434  | 771.083    | 39.339    |
| 1435  | 755.398    | 39.316    |
| 1436  | 843.656    | 39.291    |
| 1437  | 780.654    | 39.265    |
| 1438  | 860.952    | 39.236    |
| 1439  | 805.521    | 39.206    |
| 1440  | 811.895    | 39.174    |
| 1441  | 822.145    | 39.141    |
| 1442  | 690.301    | 39.106    |
| 1443  | 745.015    | 39.068    |
| 1444  | 863.149    | 39.03     |
| 1445  | 811.53     | 38.989    |
| 1446  | 788.823    | 38.947    |
| 1447  | 841.164    | 38.903    |
| 1448  | 816.686    | 38.857    |
| 1449  | 802.444    | 38.81     |
| 1450  | 778.883    | 38.761    |
| 1451  | 762.294    | 38.71     |
| 1452  | 752.718    | 38.658    |
| 1453  | 740.431    | 38.604    |
| 1454  | 739.015    | 38.548    |
| 1455  | 809.49     | 38.491    |
| 1456  | 819.444    | 38.432    |
| 1457  | 761.175    | 38.371    |
| 1458  | 770.749    | 38.309    |
| 1459  | 797.941    | 38.246    |
| 1460  | 781.176    | 38.18     |
| 1461  | 789.894    | 38.113    |
| 1462  | 743.027    | 38.045    |
